Air Flow,Bearing Type,Color,Features,Kind,LED Color,Link,Manufacturer,Model,Name,Noise Level,Part #,Prices,RPM,Size,Static Pressure,avg,short_link,fan_size,air_flow,max_flow,min_flow,rpm,rpm_min,rpm_max,noise,has_LED,static_pressure
81.0 CFM,Ball,Black,Max. Fan Air Pressure: 3.86 mmH2O<br/>Rated Voltage: 12 V<br/>Rated Current: 0.30 A<br/>Rated Power: 3.6 W<br/>Power Connector: 3-pin motherboard; 4-pin power supply,Case Fan,,/product/mrdqqs/masscool-case-fan-fd12025b1h34,Masscool,,Masscool FD12025B1H3/4 81.0 CFM  120mm Fan,25.0 dbA,FD12025B1H3/4,"[5.98, 5.99, 7.99, 10.99, 10.99]",2200 RPM,120mm,3.86 mm/H2O,8.388,masscool-case-fan-fd12025b1h34,120.0,81.0 ,81.0 ,81.0,2200 ,2200.0,2200.0,25.0,No,3.86
43.7 - 55.0 CFM,SSO2-Bearing (second generation self-stabilising oil-pressure bearing),Brown,Focused Flow frame for pressure demanding applications such as heatsinks and radiators.<br/>Advanced aerodynamic design measures improve efficiency and make the fan's sound pattern more agreeable to the human ear.<br/>Integrated Anti-Vibration Pads minimise the transmission of minute vibrations.<br/>SSO2 Bearing and a metal bearing shell guarantee superior long-term stability.<br/>Low-Noise Adaptor reduces the maximum fan speed from 1500 to 1200rpm.,Case Fan,,/product/b2vRsY/noctua-case-fan-nff12pwm,Noctua,,Noctua NF-F12 PWM 55.0 CFM  120mm Fan,18.6 - 22.4 dbA,NF-F12 PWM,"[17.33, 17.49, 26.99]",300 - 1500 RPM,120mm,,20.6033333333,noctua-case-fan-nff12pwm,120.0,43.7 - 55.0 ,55.0,43.7,300 - 1500 ,300.0,1500.0,22.4,No,0.0
45.0 CFM,Rifle,Black/White,120mm Case Fan<br/>NZXT's new FN v2 was redesigned from the ground up to offer better acoustics and even better performance in its standard case fan.<br/>Anti-Vibration<br/>The new FN v2 fans com equipped with 8 anti-vibration pads to decrease fan noise.<br/>Sleeved Cables<br/>The FN v2 comes with sleeved back cables to ensure a sleek installation that will look great with case.,Case Fan,,/product/ygDwrH/nzxt-case-fan-rffn122rb,NZXT,,NZXT RF-FN122-RB 45.0 CFM  120mm Fan,21.0 dbA,RF-FN122-RB,"[8.99, 11.99, 16.68, 8.99]",1200 RPM,120mm,,11.6625,nzxt-case-fan-rffn122rb,120.0,45.0 ,45.0 ,45.0,1200 ,1200.0,1200.0,21.0,No,0.0
16.3 - 92.4 CFM,,Yellow/Black,,Case Fan,,/product/RTYWGX/reeven-coldwing-14-924-cfm-140mm-fan-rm1425s17b-p,Reeven,Coldwing 14,Reeven Coldwing 14 92.4 CFM  140mm Fan,5.8 - 36.4 dbA,RM1425S17B-P,[14.9],300 - 1700 RPM,140mm,,14.9,reeven-coldwing-14-924-cfm-140mm-fan-rm1425s17b-p,140.0,16.3 - 92.4 ,92.4,16.3,300 - 1700 ,300.0,1700.0,36.4,No,0.0
148.7 CFM,,White,,Case Fan,White,/product/gFFPxr/bitfenix-case-fan-bffwpro20025wrp,BitFenix,,BitFenix BFF-WPRO-20025W-RP 148.7 CFM  200mm Fan,27.5 dbA,BFF-WPRO-20025W-RP,"[18.99, 24.99, 35.38]",900 RPM,200mm,,26.4533333333,bitfenix-case-fan-bffwpro20025wrp,200.0,148.7 ,148.7 ,148.7,900 ,900.0,900.0,27.5,Yes,0.0
32.5 - 82.6 CFM,Fluid Dynamic,Blue,"Unique and Stylish ""Shark Fin"" Fan Blade design w/ Quad Blue LEDs<br/>15 fan blades generates High Air Pressure and Air Flow - the most fan blades in the world !!!!<br/>Innovative Fluid Dynamic Bearing delivers longer life span, higher precision rotation and anti-shock function<br/>Duo Mode Operation - The Shark fan operates in both ""Power"" mode (12V) and ""Silence"" mode (7V - with adaptation of Voltage reduction cable)<br/>All cables are ""black"" sleeved<br/>Power Consumption : 3.6W (Power mode)/ 1.56W (Silence mode)<br/>Air Pressure : 1.273 mm-H2O (Power mode)/ 0.305 mm-H2O (Silence mode)<br/>MTBF : 100000 hours<br/>Standard Connection (Power mode):<br/>1 x Voltage Reduction cable (12V to 7V) w/ Black Cable Sleeving<br/>1 x 3 to 4 pin converter cable w/ Black Cable Sleeving<br/>4 x Anti-vibration Screws<br/>4 x Standard Screws",Case Fan,Blue,/product/qxphP6/aerocool-case-fan-shark120mmblueedition,Aerocool,Shark,Aerocool Shark 82.6 CFM  120mm Fan,12.6 - 26.5 dbA,Shark 120mm Blue Edition<br/>(or) EN55420,"[10.98, 10.99, 11.99, 15.99, 15.99]",800 - 1500 RPM,120mm,1.27 mm/H2O,13.188,aerocool-case-fan-shark120mmblueedition,120.0,32.5 - 82.6 ,82.6,32.5,800 - 1500 ,800.0,1500.0,26.5,Yes,1.27
55.4 CFM,Long life sleeve,Black,"140mm, 9 blades<br/>1200RPM ± 10%0RPM / 55.4CFM<br/>Long life sleeve<br/>Black 2 pack",Case Fan,,/product/Gzbp99/rosewill-case-fan-rnbd131409,Rosewill,,Rosewill RNBD-131409 55.4 CFM  140mm Fan,-,RNBD-131409,"[11.99, 13.3]",,140mm,,12.645,rosewill-case-fan-rnbd131409,140.0,55.4 ,55.4 ,55.4,0 - 0,0.0,0.0,0.0,No,0.0
103.0 CFM,Sleeve,White,"Optimized For High Performance Airflow With Minimal Noise<br/>103 CFM / 20 dBA<br/>15% Increased Airflow Rate Over NZXT FS200RB/FS200RB LED<br/>(FS200RB/FS200RB LED: 89.5CFM)<br/>Sleeved Cables Offer Clean, Stylish Installation<br/>True 200mm Wide Diameter (Opposed to 193mm)<br/>New Standard 154mm Spacing Compatible With Phantom 820, Phantom 630 and Future NZXT Cases",Case Fan,,/product/nx8Zxr/nzxt-case-fan-rffz20s02,NZXT,FZ-200mm NONLED,NZXT FZ-200mm NONLED 103.0 CFM  200mm Fan,20.0 - 25.0 dbA,RF-FZ20S-02,"[16.03, 17.94, 17.99]",700 RPM,200mm,,17.32,nzxt-case-fan-rffz20s02,200.0,103.0 ,103.0 ,103.0,700 ,700.0,700.0,25.0,No,0.0
43.0 CFM,,Black/White,,Case Fan,,/product/bpH48d/arctic-case-fan-afaco090p2gba0,ARCTIC,F9 PWM Rev. 2,ARCTIC F9 PWM Rev. 2 43.0 CFM  92mm Fan,,AFACO-090P2-GBA0,[5.98],550 - 1800 RPM,92mm,,5.98,arctic-case-fan-afaco090p2gba0,92.0,43.0 ,43.0 ,43.0,550 - 1800 ,550.0,1800.0,0.0,No,0.0
40.0 CFM,Long life bearing,Clear,"Model: CFMC-012LB<br/>120 x 120 x 25 mm long life bearing multi-color LED case fan<br/>Special high profile fan blades for maximum air flow<br/>Provide excellent ventilation for your PC cases<br/>Design for up to 100,000 hrs life expectancy<br/>High performance<br/>High reliability<br/>3 Pin/4 Pin Connector",Case Fan,Multi-Color,/product/JfH48d/kingwin-case-fan-cfmc012lb,Kingwin,,Kingwin CFMC-012LB 40.0 CFM  120mm Fan,19.0 dbA,CFMC-012LB,"[4.98, 4.99, 9.99, 8.99]",950 RPM,120mm,,7.2375,kingwin-case-fan-cfmc012lb,120.0,40.0 ,40.0 ,40.0,950 ,950.0,950.0,19.0,Yes,0.0
76.0 CFM,Sleeve,Blue,200mm fan with large fan blades for more air flow and reduce noise<br/>Aerodynamic fan  blade design to minimize turbulent<br/>3-pin to 4-pin connector<br/>With quad blue LEDs,Case Fan,Blue,/product/hR7wrH/aerocool-case-fan-silentmaster200b,Aerocool,,Aerocool Silent Master 200B 76.0 CFM  200mm Fan,18.0 dbA,Silent Master 200B,"[20.98, 21.99, 24.54]",800 RPM,200mm,0.36 mm/H2O,22.5033333333,aerocool-case-fan-silentmaster200b,200.0,76.0 ,76.0 ,76.0,800 ,800.0,800.0,18.0,Yes,0.36
32.6 CFM,Sleeve,Clear,,Case Fan,Blue,/product/VqjG3C/masscool-case-fan-bld08025s1m,Masscool,,Masscool BLD-08025S1M 32.6 CFM  80mm Fan,26.5 dbA,BLD-08025S1M,"[4.88, 4.99, 5.98, 5.99, 5.99]",2700 RPM,80mm,,5.566,masscool-case-fan-bld08025s1m,80.0,32.6 ,32.6 ,32.6,2700 ,2700.0,2700.0,26.5,Yes,0.0
67.0 CFM,Sleeve,Clear,,Case Fan,Blue,/product/JXs8TW/thermaltake-case-fan-clf028pl14wta,Thermaltake,,Thermaltake CL-F028-PL14WT-A 67.0 CFM  140mm Fan,20.0 dbA,CL-F028-PL14WT-A,"[9.99, 10.99, 9.99]",1000 RPM,140mm,,10.3233333333,thermaltake-case-fan-clf028pl14wta,140.0,67.0 ,67.0 ,67.0,1000 ,1000.0,1000.0,20.0,Yes,0.0
57.2 CFM,,Black/White,"Tuned for high pressure air delivery directly to components<br/>Better performance than standard case fans<br/>LED-lit translucent, frosted fan blades for a dramatic effect<br/>Specially designed fan blades and a sleeved bearing system for less vibration, noise and turbulence<br/>Available in single or twin packs.",Case Fan,White,/product/yLW9TW/corsair-case-fan-co9050030ww,Corsair,SP120,Corsair SP120 57.2 CFM  120mm Fans,26.4 dbA,CO-9050030-WW,"[20.89, 20.99, 20.99, 29.99]",1650 RPM,120mm,,23.215,corsair-case-fan-co9050030ww,120.0,57.2 ,57.2 ,57.2,1650 ,1650.0,1650.0,26.4,Yes,0.0
47.4 CFM,Fluid Dynamic,Black,Silent Operation<br/>Enhanced Airflow<br/>Fluid Dynamic Bearings<br/>Aggressive Looks,Case Fan,,/product/bWFPxr/bitfenix-case-fan-bffscf20020kkrp,BitFenix,Spectre,BitFenix Spectre 47.4 CFM  200mm Fan,20.0 dbA,BFF-SCF-20020KK-RP,"[12.99, 13.99, 16.88, 29.92]",700 RPM,200mm,0.41 mm/H2O,18.445,bitfenix-case-fan-bffscf20020kkrp,200.0,47.4 ,47.4 ,47.4,700 ,700.0,700.0,20.0,No,0.41
31.7 CFM,Sleeve,Black,ISO9002 Certified,Case Fan,,/product/Qjdqqs/masscool-case-fan-fd08025s1m4,Masscool,,Masscool FD08025S1M4 31.7 CFM  80mm Fan,28.0 dbA,FD08025S1M4,"[3.88, 3.99, 5.4]",2500 RPM,80mm,,4.42333333333,masscool-case-fan-fd08025s1m4,80.0,31.7 ,31.7 ,31.7,2500 ,2500.0,2500.0,28.0,No,0.0
20.4 - 76.0 CFM,Twister,White,PWM speed control to keep your system cool and silent all the time<br/>Smart APS (Adjustable Peak Speed) control providing 3 peak rpm options<br/>Patented Circular Type LED with 18 diodes and 6 switchable modes<br/>Patented Carved Halo Frame design for extra 20~30% airflow<br/>Twister Bearing technology for long lifetime and low noise<br/>Focus Blades centering the light to increase brightness<br/>Detachable fan blades for easy cleaning<br/>Isolator-mounts for shockproof and easy installation,Case Fan,White,/product/Pd3RsY/enermax-case-fan-uctvs12pw,Enermax,,Enermax UCTVS12P-W 76.0 CFM  120mm Fan,14.0 - 25.0 dbA,UCTVS12P-W,[],500 - 1800 RPM,120mm,,0.0,enermax-case-fan-uctvs12pw,120.0,20.4 - 76.0 ,76.0,20.4,500 - 1800 ,500.0,1800.0,25.0,Yes,0.0
110.1 CFM,UFB (Updraft Floating Balance),Black/White,,Case Fan,,/product/qPx9TW/phanteks-case-fan-phf200spbk,Phanteks,,Phanteks PH-F200SP_BK 110.1 CFM  200mm Fan,25.0 dbA,PH-F200SP_BK,"[22.99, 22.99, 25.88, 19.99]",850 RPM,200mm,,22.9625,phanteks-case-fan-phf200spbk,200.0,110.1 ,110.1 ,110.1,850 ,850.0,850.0,25.0,No,0.0
44.0 CFM,,Black,,Case Fan,,/product/ZyDwrH/insignia-case-fan-nspcf1250,Insignia,,Insignia NS-PCF1250 44.0 CFM  120mm Fan,22.5 dbA,NS-PCF1250,"[9.99, 10.99]",1200 RPM,120mm,,10.49,insignia-case-fan-nspcf1250,120.0,44.0 ,44.0 ,44.0,1200 ,1200.0,1200.0,22.5,No,0.0
106.7 CFM,Sleeve,Yellow/Black,,Case Fan,,/product/gJyxFT/reeven-coldwing-12-1067-cfm-120mm-fan-rm1225s20b,Reeven,Coldwing 12 Performance,Reeven Coldwing 12 Performance 106.7 CFM  120mm Fan,36.6 dbA,RM1225S20B,[8.99],2000 RPM,120mm,,8.99,reeven-coldwing-12-1067-cfm-120mm-fan-rm1225s20b,120.0,106.7 ,106.7 ,106.7,2000 ,2000.0,2000.0,36.6,No,0.0
175.0 CFM,2 Ball,Black,"The Delta 92x38mm Ultimate High-Speed Fan PFB0912DHE is an outrageously high performance fan that moves over 175 cubic feet of air every minute, it is loud at 66dB-A but this is the highest CFM 92x38mm fans readily available. The PFB features the directional fin design that force air to flow exactly where it's needed and achieve minimum noise under high airflow and air pressure.<br/>This fan comes with standard 4 pin Molex power and RPM TAC output through its 3 Pin connector.",Case Fan,,/product/Xsdqqs/delta-electronics-case-fan-pfb0912dhef00,Delta Electronics,,Delta Electronics PFB0912DHE-F00 175.0 CFM  92mm Fan,66.5 dbA,PFB0912DHE-F00,"[19.99, 34.99]",8000 RPM,92mm,,27.49,delta-electronics-case-fan-pfb0912dhef00,92.0,175.0 ,175.0 ,175.0,8000 ,8000.0,8000.0,66.5,No,0.0
56.1 CFM,Fluid Dynamic,White,PWM Technology<br/>Silent Operation<br/>Enhanced Airflow<br/>Aggressive Looks Both On and Off,Case Fan,,/product/mfXfrH/bitfenix-case-fan-bffscfp14025wwrp,BitFenix,Spectre PWM,BitFenix Spectre PWM 56.1 CFM  140mm Fan,24.2 dbA,BFF-SCF-P14025WW-RP,"[12.49, 20.14, 29.31]",700 - 1800 RPM,140mm,,20.6466666667,bitfenix-case-fan-bffscfp14025wwrp,140.0,56.1 ,56.1 ,56.1,700 - 1800 ,700.0,1800.0,24.2,No,0.0
51.3 CFM,Fluid Dynamic,Black Tinted Transparent,PWM Technology<br/>Silent Operation<br/>Enhanced Airflow<br/>On-the-Fly Light Switching<br/>Aggressive Looks Both On and Off,Case Fan,Orange,/product/hDPfrH/bitfenix-case-fan-bffblfp12025orp,BitFenix,,BitFenix BFF-BLF-P12025O-RP 51.3 CFM  120mm Fan,22.5 dbA,BFF-BLF-P12025O-RP,"[12.99, 14.99, 14.99]",700 - 1800 RPM,120mm,,14.3233333333,bitfenix-case-fan-bffblfp12025orp,120.0,51.3 ,51.3 ,51.3,700 - 1800 ,700.0,1800.0,22.5,Yes,0.0
50.3 CFM,,Black/Orange,,Case Fan,Orange,/product/M898TW/apevia-af212l-sog-503-cfm-120mm-fans-af212l-sog,Apevia,,Apevia AF212L-SOG 50.3 CFM  120mm Fans,21.1 dbA,AF212L-SOG,[15.99],1500 RPM,120mm,,15.99,apevia-af212l-sog-503-cfm-120mm-fans-af212l-sog,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.0
37.9 CFM,Hydraulic,Black,"Static Pressure (mm/H2O): 1.29 mm/H2O<br/>Power Draw (@ +12V): 0.08A<br/>The SP120 Quiet Edition, at full RPM, is an extremely quiet 23dBA while maintaining an impressive 1.29mm/H2O static pressure level.<br/>Seven wide body, low-pitch custom blades for optimal static pressure at very low noise levels.<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.<br/>Advanced Hydraulic Bearing for reliable, quiet operation.<br/>Rubberized corners for sound damping when installed with standard screws.<br/>User-replaceable colored rings so you can match your fans to your case<br/>Included voltage step-down adapter for even quieter operation.",Case Fan,,/product/vXDwrH/corsair-case-fan-co9050005ww,Corsair,Air Series SP120 Quiet Edition,Corsair Air Series SP120 Quiet Edition 37.9 CFM  120mm Fan,23.0 dbA,CO-9050005-WW,"[16.99, 19.89, 19.99, 16.99]",1450 RPM,120mm,1.29 mm/H2O,18.465,corsair-case-fan-co9050005ww,120.0,37.9 ,37.9 ,37.9,1450 ,1450.0,1450.0,23.0,No,1.29
110.0 CFM,2 Ball,White/Silver,"The FM121 is a superb 120mm fan package with manual adjustable fan controller. Equipped with 9 fan blades, it offers elevated quietness and performance levels beyond traditional 7 bladed fans. Finding a perfect speed for this fan in any given application is simple on the included aluminum fan controller. Constructed out of high strength white colored plastic and polished to a smooth shine, the FM121 is the ultimate solution for any PC and HTPC enthusiasts looking to upgrade their 120mm fan.",Case Fan,,/product/n37wrH/silverstone-case-fan-fm121,Silverstone,,Silverstone FM121 110.0 CFM  120mm Fan,17.0 - 39.5 dbA,FM121,"[14.99, 20.99, 15.99]",800 - 2400 RPM,120mm,,17.3233333333,silverstone-case-fan-fm121,120.0,110.0 ,110.0 ,110.0,800 - 2400 ,800.0,2400.0,39.5,No,0.0
24.9 - 63.9 CFM,,Transparent,Vortex frame design integrates air flow for better cooling performance<br/>PWM speed control for the best balance of performance and silence<br/>Ultra silent spinning for case cooling solution,Case Fan,,/product/R2vRsY/lepa-case-fan-lpvx12p,LEPA,Vortex 12 PWM,LEPA Vortex 12 PWM 63.9 CFM  120mm Fan,15.0 - 25.0 dbA,LPVX12P,"[8.99, 9.99, 10.17, 13.99, 20.13]",600 - 1600 RPM,120mm,,12.654,lepa-case-fan-lpvx12p,120.0,24.9 - 63.9 ,63.9,24.9,600 - 1600 ,600.0,1600.0,25.0,No,0.0
50.3 CFM,,Black,Apevia 120mm case fan with both 3 pin and 4 pin connectors with led<br/>Seven UV-reactive blades and black frame<br/>Comes with 120mm black fan grill<br/>Can plug into motherboard or power supply,Case Fan,Green,/product/JCH323/apevia-case-fan-cf12sltgn,Apevia,,Apevia CF12SL-TGN 50.3 CFM  120mm Fan,21.1 dbA,CF12SL-TGN,"[8.99, 8.39]",1500 RPM,120mm,0.96 mm/H2O,8.69,apevia-case-fan-cf12sltgn,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.96
38.4 CFM,,Clear,,Case Fan,Multi-Color,/product/dm8H99/akasa-case-fan-ak274cc4ras,Akasa,,Akasa AK-274CC-4RAS 38.4 CFM  120mm Fan,17.5 dbA,AK-274CC-4RAS,[],1200 RPM,120mm,,0.0,akasa-case-fan-ak274cc4ras,120.0,38.4 ,38.4 ,38.4,1200 ,1200.0,1200.0,17.5,Yes,0.0
50.3 CFM,,Black,Apevia 120mm case fan with both 3 pin and 4 pin connectors with led<br/>Seven UV-reactive blades and black frame<br/>Comes with 120mm black fan grill<br/>Can plug into motherboard or power supply,Case Fan,Multi-Color,/product/LVMFf7/apevia-case-fan-cf12slt4c,Apevia,,Apevia CF12SL-T4C 50.3 CFM  120mm Fan,21.1 dbA,CF12SL-T4C,"[9.99, 14.97]",1500 RPM,120mm,,12.48,apevia-case-fan-cf12slt4c,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.0
54.4 CFM,UFB (Updraft Floating Balance),Black/White,"The new redeveloped blades in PH-F120SP are angled lower to achieve higher air pressure.  The redesigned MVB blades generate better airflow and produces better performance.  It improves the balance of airflow and air pressure when using with as a cooler fan or case fan.<br/>The PH-F120SP has a larger base size with a magnetic brushless DC motor to avoid the effects of resonance and for rotational stability. To create better structural strength, Phanteks redesigned the back frame of the PH-F120SP. Phanteks fans now comes with pre-installed rubber pads to help reduce vibration occurrences.<br/>With the noise reduction challenges in mind, we modified the component for lower actuator noise, PCBA for lower electromagnetic noise, brushless motor structure for lower operating noise and frame rib for lower wind and vibration noise.",Case Fan,Orange,/product/f8KhP6/phanteks-case-fan-phf120spoled,Phanteks,,Phanteks PH-F120SP_OLED 54.4 CFM  120mm Fan,24.2 dbA,PH-F120SP_OLED,"[17.99, 21.18]",1300 RPM,120mm,,19.585,phanteks-case-fan-phf120spoled,120.0,54.4 ,54.4 ,54.4,1300 ,1300.0,1300.0,24.2,Yes,0.0
60.4 CFM,Hyper-spin,Orange,,Case Fan,,/product/WgGkcf/cougar-case-fan-cft12s4,Cougar,Turbine 120 (4-Pack),Cougar Turbine 120 (4-Pack) 60.4 CFM  120mm Fans,17.7 dbA,CFT12S4,"[24.89, 24.99, 26.99, 29.86, 30.05, 26.99]",1200 RPM,120mm,1.73 mm/H2O,27.295,cougar-case-fan-cft12s4,120.0,60.4 ,60.4 ,60.4,1200 ,1200.0,1200.0,17.7,No,1.73
47.7 CFM,Fluid Dynamic,Black,Silent Operation<br/>Enhanced Airflow<br/>On-the-Fly Light Switching<br/>Aggressive Looks Both On and Off,Case Fan,White,/product/NR7wrH/bitfenix-case-fan-bffblf14025wrp,BitFenix,Spectre LED,BitFenix Spectre LED 47.7 CFM  140mm Fan,20.0 dbA,BFF-BLF-14025W-RP,"[11.99, 17.99, 17.99]",1000 RPM,140mm,0.60 mm/H2O,15.99,bitfenix-case-fan-bffblf14025wrp,140.0,47.7 ,47.7 ,47.7,1000 ,1000.0,1000.0,20.0,Yes,0.6
27.0 CFM,2 Ball,Black,80% Quieter Than Standard Case Fan.<br/>Double Ball Bearing Fans for Extended Life.<br/>Smart Fan with Speed Detection.<br/>Comes W/A 3 to 4 Pin Adapter &amp; 4 Fan Screws.,Case Fan,,/product/Ptzv6h/vantec-case-fan-sf8025l,Vantec,,Vantec SF8025L 27.0 CFM  80mm Fan,21.0 dbA,SF8025L,"[8.99, 9.99, 8.29]",2050 RPM,80mm,,9.09,vantec-case-fan-sf8025l,80.0,27.0 ,27.0 ,27.0,2050 ,2050.0,2050.0,21.0,No,0.0
110.0 CFM,2 Ball,White,"The FM121 is a superb 120mm fan package with manual adjustable fan controller. Equipped with 9 fan blades, it offers elevated quietness and performance levels beyond traditional 7 bladed fans. Finding a perfect speed for this fan in any given application is simple on the included aluminum fan controller. Constructed out of high strength white colored plastic and polished to a smooth shine, the FM121 is the ultimate solution for any PC and HTPC enthusiasts looking to upgrade their 120mm fan.",Case Fan,,/product/fKvRsY/silverstone-case-fan-fm121b,Silverstone,,Silverstone FM121-B 110.0 CFM  120mm Fan,17.0 - 39.5 dbA,FM121-B,"[16.99, 19.99, 15.99]",800 - 2400 RPM,120mm,,17.6566666667,silverstone-case-fan-fm121b,120.0,110.0 ,110.0 ,110.0,800 - 2400 ,800.0,2400.0,39.5,No,0.0
68.4 CFM,Hydraulic,Black,"Featuring hydraulic bearings; a cost-efficient compromise between a standard sleeve bearing and a true FDB<br/>bearing<br/>Equipped with a counter-balancing magnet in the hub that reduces the axial tension on the bearing, further protecting<br/>the longevity of the bearing<br/>Optimized fan geometry for a good balance between static pressure and maximum airflow, resulting in good performance<br/>in all usage scenarios<br/>Aerodynamically shaped thin stator struts (including wire strut), mimicking the design commonly found on airplane<br/>wings, delivering correct angles allowing for air to easily pass through reducing noise and unwanted turbulence.<br/>Stator struts are angled perpendicular to the blades, helping to reduce noise commonly emitted when the blades<br/>pass the struts. In effect, minimal noise that may be emitted will be constant and therefore almost inaudible to the<br/>ear.<br/>Strategically placed notches near the fan hub on the trailing edge of the blades, further reducing and diffusing<br/>humming noise produced when the blades pass the stator struts<br/>Includes a “trip wire” on the rear side of the blades, near the leading edge. The trip wire technology, also commonly<br/>found in airplane wing designs, introduces a micro-turbulent layer that helps to combat the elements that negatively<br/>affect performance. The presence of the trip wire overall provides a more efficient and quiet fan environment.<br/>The customized design of the Dynamic Series fans contributes to a beautiful, cool build<br/>Available in 120mm and 140mm fan sizes",Case Fan,,/product/wgL7YJ/fractal-design-case-fan-fdfandyngp14bk,Fractal Design,GP14-BK,Fractal Design GP14-BK 68.4 CFM  140mm Fan,18.9 dbA,FD-FAN-DYN-GP14-BK,"[13.99, 13.99, 14.99, 13.99]",1000 RPM,140mm,,14.24,fractal-design-case-fan-fdfandyngp14bk,140.0,68.4 ,68.4 ,68.4,1000 ,1000.0,1000.0,18.9,No,0.0
120.1 CFM,2 Ball,Black,"The Delta 120mm x 38mm Extreme Speed Fan moves more air through one 120mm hole than is move through most computer cases. At 120.07 CFM, your cooling problem is solved and you can overclock to your heart's content. The fan is hardly quiet, with its blades spinning at 2900 RPM it puts out 44 dBA of noise. The fan has RPM TAC output through its standard 3 Pin power connector.",Case Fan,,/product/J7tCmG/delta-electronics-case-fan-afb1212hhef00,Delta Electronics,,Delta Electronics AFB1212HHE-F00 120.1 CFM  120mm Fan,44.0 dbA,AFB1212HHE-F00,"[22.99, 27.97]",2900 RPM,120mm,,25.48,delta-electronics-case-fan-afb1212hhef00,120.0,120.1 ,120.1 ,120.1,2900 ,2900.0,2900.0,44.0,No,0.0
50.4 CFM,,Black/Red,Started Voltage: 9.0 V<br/>Rated Voltage: 12 V<br/>Rated Current: 0.16 A<br/>Power Input: 1.92 W<br/>Max. Air Pressure: 1.32 mm-H2O<br/>Bearing Type: Sleeve,Case Fan,White,/product/BbNp99/thermaltake-case-fan-clf018pl12wta,Thermaltake,Luna 12 LED,Thermaltake Luna 12 LED 50.4 CFM  120mm Fan,20.7 dbA,CL-F018-PL12WT-A,"[14.99, 14.99]",1200 RPM,120mm,1.32 mm/H2O,14.99,thermaltake-case-fan-clf018pl12wta,120.0,50.4 ,50.4 ,50.4,1200 ,1200.0,1200.0,20.7,Yes,1.32
,Long Life Bearing,Black,"Long Life Bearing (EBR)<br/>Long Life Bearing applied, minimizing noise and inflow of the dust For longer life cycle.<br/>Shark fin blade design<br/>Optimized for maximum airflow, Shark`s Fin blade greatly reduces the turbulence<br/>caused by fan rotation, thus decreasing the noise and vibration while increasing the airflow.<br/>Minimized noise and vibration<br/>Minimized noise and vibration through lowest rpm. Suitable for silent system environment.<br/>Silicone pin provided<br/>Silicone pin absorbs the vibration between the fan and the case allowing a quiet work environment.",Case Fan,,/product/NYphP6/zalman-case-fan-f3sf,Zalman,,Zalman F3 (SF) 120mm Fan,20.0 - 23.0 dbA,F3 (SF),"[7.99, 22.99]",1200 RPM,120mm,,15.49,zalman-case-fan-f3sf,120.0,0,0,0.0,1200 ,1200.0,1200.0,23.0,No,0.0
